time
1000,0.088
2000,0.359
4000,1.618
5000,2.375
8000,6.002
10000,9.498
12000,13.527
memoryUsed
1000,107.672
2000,107.684
4000,107.746
5000,107.785
8000,107.785
10000,107.801
12000,107.809
Quicksort
time
1000,0.003
2000,0.005
4000,0.009
5000,0.011
8000,0.021
10000,0.033
12000,0.032
memoryUsed
1000,107.809
2000,107.809
4000,107.809
5000,107.809
8000,107.809
10000,107.809
12000,107.809
